"TITLE","TIME","CONTENT","TYPE"
"王品明年徵才1500人 加薪3%以上","2018/11/19 15:35","（中央社記者江明晏台北19日電）王品董事長陳正輝表示，因應集團規模持續擴展，明年將徵才1500人；今年員工除了年終獎金有1個月外，明年集團加薪幅度會優於政府標準，在3%以上。 王品今天在台中舉辦集團尾牙，席開780桌，共有7800人參與，今年適逢25週年，目前兩岸共有430店。 陳正輝表示，因應集團規模持續擴展，明年將徵才1500人，明年預估台灣還會再開2至3個新品牌，中國市場也會有2個新品牌。 王品執行長楊秀慧表示，下一個新品牌「丰禾日麗」會在農曆年前開出，主打台式合菜料理，首店落腳台北市林森商圈。 陳正輝表示，今年員工年終獎金有1個月，聽起來不多，但同仁平日都已先領過大部分的獎金；明年集團的加薪幅度會優於政府標準在3%以上。 王品去年每股純益達6.01元，從谷底回升，陳正輝說，今年獲利表現不如去年，但經過今年調整後，明年有機會達到或是超越2017年的成績。（編輯：郭萍英）1071119","產經"
"聯結車司機參政 貨櫃車打造成為行動競選總部","2018/11/19 15:46","（中央社記者魯鋼駿新竹縣19日電）43歲范文鴻從小家境困難，但靠毅力翻轉人生，成為貨運公司老闆，今年還決定參選新竹縣北埔、峨眉鄉議員，將每天陪伴他工作的貨櫃車打造成行動競選總部，隨時服務選民。 范文鴻是新竹縣北埔鄉人，從小跟著賣菜的父親在市場賣菜、賣豬肉，為了貼補家用、照顧弟妹，大學時用課餘時間到市場賣豬肉，20歲還拿出積蓄開了超商，22歲時又考到聯結車駕照，開大貨車賺錢，研究所時仍在開車工作與課業之間來回奔波。 范文鴻說，他在南部念研究所時，剛好承接地磚載運工作，每天南北來回送貨，有時得在休息站睡覺、洗澡，再送貨到目的地，因此常開著聯結車到學校念書，雖然辛苦，但他咬牙撐過，之後開了貨運公司，成為老闆。 范文鴻創立公司後，變得更加忙碌，工作接不完，導致無法在6年內完成碩士學業，這對好學的他來說，非常可惜，為了彌補從小到大沒能好好念書的遺憾，他利用開聯結車的空檔唸書，並用同等學歷報考博士班，今年成功錄取中華大學工程科學博士班。 成功翻轉自己人生的范文鴻，也一直希望能翻轉從小長大的故鄉，今年決定投入北埔、峨眉議員選戰，他將自己的聯結車打造成為宣傳車，車上的40呎貨櫃變成行動競選總部，希望在選前最後幾天，讓民眾看到他的決心與行動力。（編輯：李錫璋）1071119","地方"
"三大法人買超台股52.89億元","2018/11/19 15:00","（中央社台北19日電）台股今天漲31.60點，收在9828.69點，成交值新台幣916.65億元。三大法人全數買超，合計買超新台幣52.89億元。 台股今天在觀望氣氛濃厚下，維持平盤附近震盪格局，終場指數站回9800點，終場上漲31.60點、漲幅0.32%、收在9828.69點。 自營商買超7.2億元，投信買超3.39億元，外資及陸資買超42.3億元。三大法人合計買超52.89億元。 法人認為，在大選最後一週台股恐難擺脫震盪格局，若國際指數未出現明顯修正走勢，指數要大漲大跌不易，外資在10月大舉調節持股後，目前對台股持中性偏多的態度，台指期、選擇權多單部位都處近期高檔，短線也沒有出脫台股的理由。1071119","證券"
"東森攜手自然美 打造美麗新零售版圖","2018/11/19 14:59","（中央社記者江明晏台北19日電）東森國際取得自然美30%股權，雙方將攜手打造兩岸美麗新零售版圖，2年內整體加盟店數將成長到約3000家，盼業績翻倍；王令麟對台灣電商市場憂心，認為明年將是一片紅海。 東森國際透過旗下海外巴拿馬子公司取得香港上市自然美生物科技有限公司30%股權，投資金額約新台幣20億元，加上泛東森集團取得的股權共計持股55%，斥資約37億元。 「自然美」為老資歷的美容品牌，1972年由蔡燕萍創立，全球共有1000家門市以上，2017年營收約4億港元，獲利約1億港元，未來，自然美董事長將由雷倩出任，台灣及大陸各自然美附屬子公司董事長由廖尚文出任，總經理由林燕玲出任。 東森集團總裁王令麟表示，東森旗下整體美妝產品今年營業額可望達新台幣25億元，明年目標為33億元。 東森自然美未來將有4方向的經營策略，台灣將增加直營旗艦店的開拓，包含海外市場，2年內整體加盟店數將成長到約3000家，門市將融合店中店的新型態呈現，第二是垂直增加產品線；第三要強化品牌行銷，改造品牌；第四是會員經營深耕與大數據運用。 王令麟透露，對自然美的理想與願景，是希望明年業績翻倍，達到8、9億港元的成績，後年也還要再翻倍，期望能達到這個目標。 此外，東森購物在雙11業績飆升，但針對台灣電商市場，王令麟表示，「蠻憂心的」，未來是大者恆大的市場，蝦皮、淘寶都打進台灣，台灣的電商市場紅海應是明年開始，因此要發展自有品牌的產品。（編輯：楊凱翔）1071119","產經"
"旅客違規攜帶疫區肉品 一個月查獲逾200件","2018/11/19 15:15","（中央社記者吳欣紜台北19日電）中國大陸的非洲豬瘟疫情延燒，農委會防檢局10月18日起針對私帶疫區肉品的旅客開罰最高罰緩新台幣1萬5000元，根據統計，截至今天為止一個月期間，查獲超過200件案例。 中國大陸的非洲豬瘟疫情持續蔓延，目前已擴及19省/市/區，達74案例。防檢局為了防堵非洲豬瘟疫情入境，密切與關務署及海巡署等邊境查緝機關合作，針對非洲豬瘟入侵風險較高的管道，包含旅客行李及網購快遞、國際郵包輸入貨品等，以X光機、檢疫犬及人員查檢等方式加強檢查。 防檢局表示，根據統計，9月1日至10月17日止，旅客違規自中國大陸攜入未煮熟豬肉產品者共有26件，都裁罰最高額罰鍰1萬5000元。但由於違規攜帶肉品情形並無改善，因此自10月18日起，只要是違規從非洲豬瘟或口蹄疫疫區攜帶家畜肉類產品入境者，也都裁罰最高額罰鍰1萬5000元。 根據防檢局最新統計，10月18日至11月18日止，共裁罰209件，其中來自中國大陸有113件、越南66件、菲律賓12件、韓國5件、泰國及緬甸各4件、印尼2件、馬來西亞、新加坡及烏克蘭各1件。 防檢局也將違規攜帶的肉品送至家畜衛生試驗所檢驗非洲豬瘟病毒，已檢驗419件，分別於10月31日及11月9日各發現一件為陽性，其餘均為陰性。（編輯：陳俊碩）1071119","生活"
"共和黨參議員籲 2020年提名保守派人士挑戰川普","2018/11/19 14:51","（中央社華盛頓18日綜合外電報導）美國共和黨聯邦參議員佛雷克（Jeff Flake）今天表示，2020年共和黨黨內總統提名，應該要有保守派人士與川普競選。 向來敢於批評川普的佛雷克表示，他自己不會競選美國總統，但認為應該要有人這麼做。 他接受美國有線電視新聞網（CNN）「美國國情」（State of the Union）訪問時說：「我一直說共和黨需要有人出來競選，不為別的，就是要提醒共和黨人保守派的意思是什麼，保守派真正的意含，還有舉止得體的意思。」 參議員任期於明年1月結束的佛雷克警告，他的亞利桑那州選民反對「與總統如膠似漆」的候選人。亞利桑那州傳統上是共和黨大本營。 民主黨候選人席納瑪（Kyrsten Sinema）在期中選舉擊敗共和黨籍對手麥莎莉（Martha McSally），奪下佛雷克空出來的席位。 川普曾表示他「百分之百」確定會競選連任。（譯者：陳昱婷/核稿：鄭詩韻）1071119","國際"
"畢卡索失竊名畫疑現蹤 原只是惡作劇一場","2018/11/19 16:08","（中央社海牙18日綜合外電報導）2012年在荷蘭鹿特丹「藝廊」博物館（Kunsthal）失竊的畢卡索名畫「小丑頭」據傳在羅馬尼亞現蹤，不過誤以為發現這幅名作的荷蘭作家稍後說，自己成了「宣傳噱頭」的受害者。 檢方在聲明中說，「價值粗估達80萬歐元（91萬3440美元）的畢卡索名畫昨天晚間在土爾徹縣（Tulcea）現蹤，反組織犯罪檢察官正在調查相關情事」，還說專家正在鑑定畫作真偽。 檢方說，兩名荷蘭公民帶著畫作來到荷蘭駐布加勒斯特（Bucharest）大使館，說他們在羅馬尼亞東南部的土爾徹縣發現它的蹤跡。 曾根據這起名畫竊盜案撰寫小說的羅馬尼亞裔荷蘭作家費蒂古（Mira Feticu）約在10天前接獲一封以羅馬尼亞文撰寫的匿名信，指引畫作藏匿地點。費蒂古和荷蘭記者魏斯特曼（Frank Westerman）依照信中指示，在羅馬尼亞東部一處叢林挖出一幅用塑膠袋包裹的畫作。 然而，費蒂古今天晚間卻對荷蘭廣播基金會（NOS）說，她成了比利時安特衛普（Antwerp）兩名導演宣傳噱頭的受害者。 費蒂古說，她接到這兩名比利時導演的電郵，說這封信是「真實副本」（True Copy）計畫的一環，以向荷蘭畫家兼贗品製作者揚森（Geert Jan Jansen）致敬。在揚森於1994年落網前，歐洲和其他地區的藝術收藏品充斥出自他手的贗品。 德國之聲（DW）報導，魏斯特曼說，這是個好玩笑，還說自己「在無意中參與了一項藝術計畫」，令他發噱，但他也說，費蒂古可是非常生氣。 路透社報導，當年失竊的7幅畫作包括畢卡索（Pablo Picasso）的「小丑頭」（Tete d'Arlequin）、馬蒂斯（Henri Matisse）的「穿著白黃衣裳閱讀的女子」（La Liseuse en Blanc et Jaune）、莫內（Claude Monet）的「倫敦滑鐵盧橋」（Waterloo Bridge, London）及「倫敦查寧閣橋」（Charing Cross Bridge, London），價值連城，荷蘭媒體將這樁藝術界最戲劇化的名畫竊盜案之一，稱作「世紀竊案」。 此外，當年不翼而飛的畫作還有高更（Paul Gauguin）的「敞開窗前的女孩」（Femme Devant une Fenetre Ouverte）、迪漢（Meyer de Haan）的「自畫像」（Autoportrait）及佛洛伊德（Lucian Freud）的「閉著雙眼的女人」（Woman with Eyes Closed）。 儘管竊走名畫的羅馬尼亞籍雅賊和其同夥在2013年遭定罪，這些畫作依然不見蹤影，羅馬尼亞專家認為，為了湮滅證據，至少3幅作品已被燒毀。（譯者：劉文瑜/核稿：鄭詩韻）1071119","文化"
"大醫院門診減量2%  13家醫學中心達標","2018/11/19 14:42","（中央社記者陳偉婷台北19日電）衛福部從今年7月推大醫院門診減量2%，第一季已見成效。90家大醫院中有70家達標，其中19家醫學中心有13家達標。未達標部分健保不予給付，預計減少給付1.33億點。 為落實分級醫療，衛生福利部中央健康保險署從今年7月1日起區域級以上醫院須門診減量一年減2%，以初級照護、輕症、穩定慢性病人為主。醫院若減量目標沒有達標，未達標部分，健保不予給付。 根據健保署統計，今年7到9月，90家區域級以上醫院（已扣除未設減量標準的13家精神疾病、癌症專責醫院及門診量少的醫院）中，有70家達到減量2%標準，達成率77%。其中醫學中心19家有13家達標，達成率68%、區域醫院71家，有57家達標。 達標的13家醫學中心包含台大醫院、國泰綜合醫院、馬偕紀念醫院、新光吳火獅紀念醫院、亞東紀念醫院、林口長庚紀念醫院、台中榮民總醫院、中國醫藥大學附設醫院、彰化基督教醫院、奇美醫院、高雄榮民總醫院、高雄長庚紀念醫院、高雄醫學大學附設中和紀念醫院。 健保署長李伯璋下午接受中央社記者採訪時表示，分級醫療是政府重點政策，希望大醫院可以依據醫院特性做醫務管理，將輕症病人下轉，可減少大醫院醫療資源浪費及門診壅塞。 李伯璋說，根據觀察，目前有達標的大醫院都跟下轉基層院所保持很好的默契，小問題、長期慢性病病人可轉到地區醫院、診所照顧，如果病情改變，基層也會把病人上轉，共築對病人有利的照護網。 李伯璋表示，有些醫院執行上遇到困難，如民眾會慕名而來，很難拒絕；或有些病人有多重器官問題，常在醫院看很多科。但這些問題都可以透過醫院管理解決，如和基層合作提供好的醫療網、在醫院開設整合門診，多重問題的病患只要看一次診就可解決問題，就能減輕門診量，避免不必要的浪費。 根據健保署統計，今年7月至9月，大醫院門診減量2%未達標的醫院，估計約1.33億點（1點約新台幣0.9元）不予給付。（編輯：陳俊碩）1071119","生活"
"新疆哈密促涉暴恐投案自首  從輕處罰","2018/11/19 14:38","（中央社台北19日電）中國新疆維吾爾自治區哈密市昨天通告，呼籲涉「暴恐犯罪」及「受三股勢力毒害」人員，在30天內期限內主動投案自首，屆時將依法從輕或減輕處罰。 觀察者網今天報導，據中共哈密市網絡安全和信息化委員會辦公室（網信辦）微信公眾號18日消息，為依法懲治民族分裂、暴力恐怖、宗教極端勢力（簡稱「三股勢力」）違法犯罪行為，保護公民人身財產安全，同時給受「三股勢力」毒害人員改過自新、爭取寬大處理的機會，因而發布通告。 哈密市已發布最新版「敦促涉暴恐犯罪人員及受『三股勢力』毒害人員投案自首的通告」，促所有涉暴恐犯罪人員及受「三股勢力」毒害人員，30天內向司法機關投案自首、坦白交代違法犯罪事實。 通告列出應投案自首的情形有18種，除了組織、策劃、實施、參與分裂國家，與境內外恐怖組織聯繫等情形者，包括私自組織人員學經、講經、解經，為學經講經解經提供場地、提供便利，送未成年子女、學生學經，也應投案自首。 其他應投案自首的情況還有：以違反宗教教義教規、民族風俗習慣等為由，煽動他人拒絕使用或阻撓使用人民幣，公開毀損或拒絕、阻撓使用政府製發證照，違反婚姻登記、計劃生育、義務教育等法律、政策。 以及，以念「尼卡」等宗教儀式結婚，未依法辦理離婚手續以念「塔拉克」離婚，以宗教為由重婚、干涉計劃生育政策等。 18種情況者須自通告下發日起30天內投案自首。在通告期限內主動投案自首者，依法從輕或減輕處罰；投案自首並有重大立功表現者，依法減輕或免除處罰。（編輯：馮昭/張淑伶）1071119","兩岸"
"選前倒數  駐日代表謝長廷陪姚文智車隊掃街","2018/11/19 15:36","（中央社記者王揚宇台北19日電）駐日代表謝長廷今天陪同民進黨台北市長候選人姚文智到大同區進行車隊掃街；謝長廷受訪說，這次選舉是台灣民主發展的一個關鍵，也是真跟假的戰爭。 姚文智競選辦公室表示，今天掃街路線從保安宮出發，行經大龍街、酒泉街、延平北路、長安西路、塔城街、迪化街等路段；掃街車隊出發前，謝長廷接受媒體聯訪，掃街過程不少支持者拿著姚文智的選舉旗幟高喊「凍蒜」，也有住戶打開窗戶或在頂樓，揮手和姚文智與謝長廷打招呼，給姚文智加油打氣。 記者問謝長廷關於北市選戰情況，以及這次選舉充斥假新聞等問題。謝長廷說，民主社會就是票沒開出來，大家都不知道結果，所以預測選情，誰當選、誰不當選、誰好誰壞，這都是預測，沒什麼意義。 謝長廷說，這次中國一些網軍或五毛介入假新聞、假消息，這是台灣民主發展的一個關鍵，坦白講這是一場真跟假的戰爭，希望大家站在真的一面，台灣永遠保持真實有感情的一面，也要反造假、反霸凌，希望支持他理念的人通通站出來，台灣大團結，霸凌就會消失。 針對姚文智宣布請辭立委後，前立委蔡正元在臉書「開酸」，謝長廷指出，酸人的總是有，不要哪一個（人）在「酸」就被綁住、不能前進，至少姚文智很有勇氣也說到做到，這不容易，「酸的就讓他酸，我們也不能把他嘴巴塞巧克力，叫他不要酸、變成甜的」。（編輯：翁翠萍）1071119","地方"
"黃敏惠發布形象影片 馬英九促青年返鄉投票","2018/11/19 15:30","（中央社記者江俊亮嘉義市19日電）前總統馬英九今天出席國民黨嘉義市長候選人黃敏惠形象影片發布記者會，共同鼓勵北漂青年返鄉投票，用手中的選票來改變嘉義。 馬英九昨晚到嘉義市參加中國國民黨「2018翻轉雲嘉嘉南─堅定向前團結勝選晚會」後，就陪同黃敏惠赴文化路夜市掃街拜票，今天一整天更陪同黃敏惠跑行程。 今天上午，馬英九陪同黃敏惠前往多家廟宇參拜，中午出席黃敏惠「未來嘉義市」形象影片發布記者會；下午排定前往九華山地藏庵、文財殿參拜，並參訪嘉義市脊髓損傷協會、嘉愛啟智發展中心等機構。 黃敏惠表示，感謝馬前總統6度到嘉義市為她助選，她今天提出的青年政見，是要讓青年在嘉義有好生活，用經濟來升格，讓錢財流進來，人才留下來，成為雲嘉南最年輕化的幸福城市。 馬英九指出，執政黨讓觀光人口停滯不前，這不是只是地方的問題，更是全台灣同時面臨的困境，嘉義市是很有潛力的城市，相信在黃敏惠的帶領下，將成為雲嘉南生活圈的蛋黃區。 他話鋒一轉表示，嘉義市長涂醒哲連續3年在22縣市評比都是最後一名，「他還好意思選，實在令人納悶」、「如果這次還讓涂醒哲當選，嘉義市還有什麼希望呢？」 馬英九表示，高雄市長候選人韓國瑜之所以在高雄受重視，是因為說出高雄「又老又窮」、「要貨物賣得出去，人進得來，高雄就發大財」，這幾句話說到高雄人心裡去了。 他指出，嘉義市的痛點是經濟不好、就業機會少、人口老化嚴重、年輕人缺少競爭的動力，整體環境不適合青年生活，因而造就許多青年北漂。 因此，馬英九鼓勵北漂青年返鄉投票，用選票改變嘉義，讓黃敏惠提出的「100大品牌品拼經濟．100種幸福在嘉義」的願景成真。（編輯：陳俊碩）1071119","地方"
"北韓軍人去年冒死投誠南韓 日媒：他是將領之子","2018/11/19 14:28","（中央社東京19日綜合外電報導）據日本媒體報導，去年在槍林彈雨中冒死向南韓投誠的北韓軍人吳青成是一名北韓將領的兒子。他表示，像他這種年紀的北韓年輕人，大多沒有效忠領導人金正恩。 吳青成（Oh Chong Song，譯音）去年11月冒死穿越非軍事區板門店，遭到北韓同袍開槍擊中，戲劇性的投誠事件躍上全球媒體頭條，他身受重傷送醫。北韓軍人在板門店叛逃的情況很罕見。 日本產經新聞報導，25歲的吳青成是一名北韓將領的兒子，還說這是這名「脫北者」首次接受媒體採訪。 儘管他形容自己出身「高層」的權貴家庭，他覺得自己對北韓領導層不具忠誠度。 吳青成說：「北韓境內的人民，尤其是年輕一代，對彼此、政治和領導層都漠不關心，沒有忠誠度。」 他對金正恩政權「冷感」，朋友對此有何感受，他也沒興趣知道。他說：「我這一輩的大概8成都很冷感，不具忠誠度。」 「因為世襲制被視為既定事實，自然就沒有興趣或忠誠度可言，管他能否養活人民。」 吳青成也否認南韓媒體所報導，報導說他在北韓殺了人而遭通緝。 產經新聞報導，他和朋友有些不愉快後開始喝酒，在他開車返回崗位的途中衝撞檢查站，因為擔心被處決才決定繼續叛逃。他說：「我怕我回去會被處決，所以就穿越邊界。」他還說自己不後悔叛逃。 產經新聞報導，日本情報官員已證實吳青成身分，產經新聞網站還上傳短片，可見他穿黑外套和白上衣，但沒有露臉。（譯者：盧映孜/核稿：鄭詩韻）1071119","國際"
"胡波遺作可望在台上映  陸片配額制有待討論[影]","2018/11/19 17:36","（中央社記者江佩凌、鄭景雯台北19日電）入圍金馬獎的中國大陸電影能否在台灣上映討論多年，由於文化部的陸片配額抽籤制度，每年僅抽出10部大陸電影獲在台上映權；不過，若奪金馬最佳劇情片和最佳導演，就能免抽籤。 對於配額制度是否有調整的空間，文化部影視局表示，有關中國大陸電影來台灣觀摩及發行映演之數量，文化部將就兩岸平等互惠、產業利益與民眾觀影權益等面向，廣徵社會各界及業界意見。 今年金馬獎除捲入政治言論風波，陸片配額制度也成話題之一，金馬55主持人陶子在典禮上邀評審團起身接受眾人致意後，提到「你們是不是很想看所有入圍的電影？是否能讓每年入圍的電影都給所有人看到？」向文化部長鄭麗君喊話開放陸片限制，也迎來現場觀眾掌聲。 依據「大陸地區影視節目得在台灣地區發行映演播送之數量類別時數」規定，每年僅有抽中前10名的作品，才能獲在台上映的資格，今年共有71部陸片參與，中籤率只有14%，其中更有連續2、3年未中籤的電影，當然也有已在大陸上映多時的舊片。 今年順利抽中配額的作品依序包括：南方車站的聚會、神探蒲松齡之蘭若仙蹤、阿拉姜色、吹哨人、解碼遊戲、給19歲的我自己、降魔傳、平靜冬日、唐人街探案2、情聖2；可惜的是，不少提名金馬的強片都沒抽中，包括「江湖兒女」抽到33號、「地球最後的夜晚」抽到37號、「你好，之華」抽到第43號。 不過，依照規定，抽中配額的前10部作品中有任何一部放棄，後面則可依序候補；因此，今年金馬獎大贏家、獲頒金馬最佳導演張藝謀的「影」，去年抽籤排名第11，今年便依循此模式，確定年底在台上映，由傳影互動發行。 特別的是，若能在金馬獎獲頒「最佳劇情片」和「最佳導演」，就能免抽配額，直接擁有在台上映的權利；因此，已故導演胡波的「大象席地而坐」雖然抽到排名第28，但最後奪下最佳劇情片，可免抽配額，直接獲台灣院線發行、映演權，未來可望在台上映。 綜觀華語影壇，金馬獎是外界公認最公正的平台，但在配額制度下，台灣觀眾無緣欣賞到所有入圍金馬的陸片，也讓不少電影創作人失去學習、交流的機會，至今依舊出現「不合時宜」的聲音，陶子則直接在鄭麗君面前請命，盼陸片配額制度有討論的空間。 根據參與過台片在大陸上映行銷的相關人士指出，雖然陸方未針對台灣電影限制數量，但內容審核上卻是非常嚴格，所有想要在大陸上映的台片，都需經過陸方「廣電總局」審批，涉及過於暴力、情色、怪力亂神等情節的電影，幾乎無法過關，能進得去的，也多少遭刪減內容。 相關人士認為，影人在創作自由、風格多元的台灣拍片，題材自然百花齊放，但要進攻大陸，卻是難上加難，每年可在大陸上映的電影，都只在10部以內，因為陸方審核標準不在國籍，而是台片內容必須符合官方規定。（編輯：唐聲揚）1071119","娛樂"
"南韓官員訪華府 說明兩韓鐵路安排","2018/11/19 14:24","（中央社記者姜遠珍首爾19日專電）南韓外交部今天指出，半島和平談判部長李度勳今天啟程訪美，期間將會晤國務院北韓政策特別代表畢根，說明兩韓鐵路連接與北韓非核化等發展。 南韓聯合新聞通訊社報導，李度勳與畢根（Stephen Biegun）會面將評估朝鮮半島近期局勢，就實現非核化與建立和平機制交換意見。 雙方還將討論可能在月底舉行的北韓與美國高層會談與對北韓談判戰略，北韓與美國代表原定11月8日會晤，但因故延期。李度勳在美期間，也將出席韓美對北韓事務聯合工作小組首次會議。 此外，南韓統一部官員及青瓦台人士也陪同李度勳訪問華府，南北韓跨境鐵路動工儀式及聯合考察北韓路段等也是重要議題。 南北韓原定10月下旬聯合考察京義線跨境鐵路路段，但平壤非核化緩慢，美方不支持這項計畫。（編輯：廖漢原）1071119","國際"
"前紐約市長彭博創紀錄  捐555億給大學母校","2018/11/19 14:59","（中央社紐約18日綜合外電報導）前紐約市長彭博今天指出，他將捐贈18億美元（約新台幣555億元）給母校約翰霍普金斯大學（Johns Hopkins University），據信這是美國大學院校史上最高額助學捐款。 彭博（Michael Bloomberg）表示，他捐款幫助符合資格的中低收入學生，使他們更容易讀得起大學。美國頂尖學校的高等教育費用，每年動輒超過5萬美元，對大部分家庭來說難以負擔。 彭博投書「紐約時報」（New York Times）寫道：「我很幸運：我父親是一名記帳員，每年賺的錢從未超過6000美元。但透過國防助學貸款，且在校園內工作，我才能讀得起約翰霍普金斯大學。」 「霍普金斯大學文憑幫我打開大門，讓我實現美國夢，不然我根本就沒有機會。」 彭博在大學畢業後的第一年就回饋母校，雖然僅是捐5美元給約翰霍普金斯大學。自此之後，他已陸續捐贈了15億美元供研究、教學和助學。 這筆新捐款超過以往，以助學金形式幫助符合資格的清寒家庭學生。 彭博還寫道：「我想讓給我機會的母校，能永久為他人敞開同樣的機會之門。」 美聯社報導，76歲彭博是全球金融服務和媒體公司「彭博有限合夥企業」（Bloomberg LP）的創辦人，他也是全球最有錢人之一。 彭博1964年畢業於約翰霍普金斯大學，2002年至2013年擔任紐約市長，且多年來一直考慮角逐白宮大位，包括下一屆2020年總統大選。（譯者：陳彥鈞/核稿：陳亦偉）1071119","國際"
"香港占領中環與雨傘運動  一次看懂","2018/11/19 14:30","（中央社台北19日電）2014年9月28日在香港爆發的「占領中環」（後稱「雨傘運動」），目的是為了爭取在2017年香港特首選舉落實真普選，抗爭行動持續到當年12月15日落幕，估計香港700萬人中有120萬人參與。 「讓愛與和平占領中環」運動由香港大學法律系副教授戴耀廷發起。他在2013年1月16日發表文章，提出占領中環，主張以非暴力的公民抗命方式，由示威者違法地長期占領中環要道，以癱瘓香港的政經中心，迫使北京改變立場。 2013年3月27日，戴耀廷及中文大學社會學系副教授陳健民和牧師朱耀明共同發表「讓愛與和平占領中環」信念書，表示運動的目標是要爭取2017年普選特首，認為運動的成敗取決於公民的覺醒，預計2014年7月舉行。他們3人被稱為「占中三子」。 2014年6月20至29日，占領中環舉行全民投票，選出3個普選方案呈交港府，共有超過79萬人參與，在香港引發熱烈討論。 2014年7月1日，「七一大遊行」後，香港專上學生聯會與學生組織學民思潮（簡稱雙學）發起於中環遮打道集會「預演占中」，2日凌晨遭港警驅散清場，共有511人被捕。 2014年8月31日，中國全國人民大會常務委員會在北京舉行會議，為2017年的行政長官選舉辦法定下了提名委員會的人數、組成、委員產生辦法和候選人出閘門檻等具體框架。戴耀廷稱831為最黑暗的一天，宣布和平對話之路已走盡，占中必定發生。 2014年9月26日，學民思潮黃之鋒等人發起罷課，並在當晚號召參與人士衝往政府總部重奪公民廣場。黃之鋒被捕後，引發8萬人於27日晚間集會抗議。 2014年9月28日凌晨，「雙學」發起圍堵政府總部，強烈要求中國人大會常委員會撤銷對香港政改的決定，「占中三子」與「雙學」達成共識，宣布啟動「占中」。 「占中」啟動當天，數以萬計學生及市民占據了靠近香港政府總部的金鐘干諾道中路段，堵塞往來交通。同一天傍晚，警方在金鐘向示威者施放了87枚催淚彈，試圖驅散他們，以恢復交通，但此舉引發民憤，激發更多人上街，把占領地延伸至港島銅鑼灣和九龍旺角的要道。 在警方施放催淚彈後，「占中三子」曾一度呼籲學生離去，但「雙學」並未理會，反而更加積極介入，因為民眾紛紛持雨傘上街抵抗警方催淚彈，其後占領行動也被許多境內外媒體稱為「雨傘革命」、「雨傘運動」。 此後，「雙學」取代「占中三子」，成為這場運動的主導組織，並獲得泛民主派包括工黨、公民黨和民主黨全力支持。 2014年9月29日至10月1日，「占中」達到高峰，連續3晚有20萬人上街頭。「占中」初期，「雙學」提出的訴求包括特首梁振英下台、人大撤銷對香港2017年政改的有關決定，以及特首候選人須實行公民提名。「雙學」表示，如果港府不答應上述訴求，他們不會放棄占領。 由於「占中」影響民生及交通，10月底，港府讓步，派遣政務司長林鄭月娥等官員與學聯代表包括秘書長周永康等人對話，期間學聯放棄要求梁振英下台，僅提出人大撤銷有關決定等。但雙方還是各說各話。其後，雙方擱置對話。 在港府官員和學聯對話後，戴耀廷和陳健民於11月初先後回到學校任教，外界把他們此舉解讀為「淡出占中」。 2014年11月26日，「占中」踏入60日，警方在旺角占領區進行清場，連續兩天行動成功驅離示威者，恢復區內交通。 面對警方的強力清場及港府遲遲不回應訴求之下，「雙學」決定升級行動，於11月30日發起包圍政府總部行動。 2014年11月30日晚間，數千人響應號召包圍政總，期間有數百人占領附近的龍和道，結果與警方爆發激烈衝突，造成一些人受傷。這起衝突受到社會各界譴責，即使泛民中有人也不認同這種行為，令「占中」陷入低潮，而「雙學」也承認此舉失敗，並向傷者道歉。 2014年12月2日，「占中三子」宣布他們發起的「占中」正式結束，呼籲學生撤離街頭。他們隔天將前住中區警署自首，表示要為「占中」承擔法律責任。 2014年12月11日，警方在金鐘展開清場行動，共有247人被捕，包括學聯秘書長周永康及15名泛民立法會議員。 2014年12月15日，警方在銅鑼灣及立法會外示威區展開清場行動，由「占中」至雨傘革命而引發的一連串占領行動宣告落幕。 香港警務處長曾偉雄表示，在長達79天的「非法占領」行動中，有955人被捕，另有75人自首。期間，有130名警員受傷，另有221名示威者受傷。 香港中文大學傳播與民意調查中心事後進行民調，顯示約兩成受訪者曾到現場參與，推算出約有120萬港人參與占領行動。（編輯：楊昇儒/張淑伶）1071119","兩岸"
"台股震盪收紅站回9800點 傳產股扮主角","2018/11/19 14:22","（中央社記者韓婷婷台北19日電）台股今天在觀望氣氛濃厚下，維持平盤附近震盪格局，雖然台積電走跌，但傳產股在食品、造紙挺住指數，終場指數站回9800點。 加權股價指數終場上漲31.60點、漲幅0.32%、收在9828.69點、成交值新台幣916.65億元，台積電下跌1.77%壓抑指數上漲力道，鴻海跌幅也達1.21%，所幸股王大立光大漲3.35%，被動元件、二線光學也有買盤支撐，先前弱勢的蘋概股也具支撐，電子股人氣不致潰散。 分析師表示，台股今天量能萎縮，成交值為近5個交易日新低，由於逼近九合一選舉，市場觀望氣氛轉趨濃厚，多空都不敢輕舉妄動，加上國際股市表現相對平穩，台股持續在9700點至9900點之間盤整格局。 分析師指出，台股10月下旬在9400點觸底後，雖然一度彈至萬點之上，但近期呈現量縮整理格局，中小型股表現較權值股來得凸出，櫃買指數今天收在1個多月以來新高，顯示內資在第3季財報出爐後，有進場著墨具題材族群的動作。 法人認為，在大選最後一週台股恐難擺脫震盪格局，若國際指數未出現明顯修正走勢，指數要大漲大跌不易，外資在10月大舉調節持股後，目前對台股持中性偏多的態度，台指期、選擇權多單部位都處近期高檔，短線也沒有出脫台股的理由。（編輯：黃國倫）1071119","證券"
