流水號,X,Y
901162,272542.375,2764758.5
901163,272574.625,2764773.5
40553,272418.0938,2764924
901165,272434.875,2764895.5
901166,272447.3125,2764868
901167,272372.6563,2764958.5
901168,272358.0625,2765111.75
901169,272358.0625,2765152.25
901170,272358.4688,2765183.75
901171,272378.6875,2765198
40533,272431.75,2765205.5
40539,272455.6875,2765204
901174,272505.125,2765195
40534,272518.5938,2765182.75
901176,272537.9063,2765139.5
901177,272550.8438,2765092
901178,272565.6563,2765038
901179,272577.2813,2765000
901180,272607.9375,2764885.75
901181,272540.2813,2765195.25
901182,272588.125,2765194.75
40552,272640.9688,2765193.75
901184,272681.9375,2765187
901185,272706.25,2765164.75
901186,272729.7813,2765158.5
901187,272773.4063,2765170.25
901188,272815.3438,2765200.75
901189,272858.4688,2765217.5
901190,272874.6563,2765255.75
901191,272909.375,2765287.75
901192,272864.5313,2765293.75
901193,272831.5,2765329.25
901194,272847,2765180.5
901195,272864.875,2765136.75
901196,272906.6563,2765102
901197,272933.9688,2765110.5
901198,272938,2765076
901199,272965.9688,2765047
901200,272982.5,2765038.75
40551,272994.9688,2765008.25
901202,273015.875,2764971
901203,273034.7188,2764927
901204,272377.7188,2765244.25
901205,272380.4375,2765291.5
901206,272382.9688,2765339.75
901207,272387.4375,2765398.25
901208,272379.0625,2765443
901209,272364.4688,2765496.75
901210,272366.4375,2765547.5
901211,272407.4688,2765410.5
901212,272407.4688,2765410.5
901213,272451.4063,2765423
901214,272468.375,2765433.5
901215,272470.75,2765406.5
901216,272473.9375,2765442
901217,272484.5,2765435
901218,272521.7813,2765422.5
901219,272543.4375,2765396.75
901220,272568.2813,2765363
901221,272571.7188,2765426
901222,272604.25,2765422.75
901223,272634.9063,2765424.5
901224,272153.3125,2765537
901225,272197.0625,2765554
40890,272225.0625,2765567
901227,272267.8438,2765576.75
901228,272290.5938,2765583
901229,272340.1875,2765571
901230,272300.6875,2765628.5
901231,272286.125,2765653
901232,272278.3438,2765683
901233,272263.5625,2765701.25
901234,272260.4375,2765741.75
901235,272264.8125,2765781
901236,272272.8438,2765827.25
901237,272285.625,2765891
901238,272318.3438,2765896
901239,272376.7188,2765571.5
901240,272369.7188,2765646.5
901241,272366.4375,2765704.75
901242,272361.5625,2765743.25
901243,272343.2813,2765828.75
901244,272340.0938,2765850.75
901245,272335.9688,2765879.25
901246,272346.25,2765938.75
901247,272391.0938,2765929.25
901248,272359.2813,2765965.75
901249,272393.5938,2766004.75
40893,272416.9375,2766015.75
901251,272434.0938,2766019
901252,272472.5625,2765970.5
901253,272492.6563,2765942.75
901254,272519,2765896.25
901255,272539.0938,2765860.75
901256,272571.1875,2765857.5
901257,272747.5938,2762082.75
901258,272827.2188,2762124.5
901259,272694.2188,2762537.75
901260,272649.9063,2762586.5
901261,272665.4063,2762651.25
901262,272641.8438,2762651.75
901263,272617.125,2762651.25
901264,272615.0313,2762635
901265,272642.7813,2762634.5
901266,272668.1875,2762636
901267,272632.5938,2762628.75
901268,272560.625,2763073.75
901269,272492.0313,2763847.75
913581,272596.0313,2764914.75
99723147,272643.2889,2762240.563
99723283,272549.0907,2763107.255
99723289,272546.1776,2763107.255
99723290,272544.513,2763123.069
99724045,272903.594,2764832.375
901271,273211,2763945.75
99723500,273278.4714,2764020.513
99723786,272274.0929,2765852.503
99723788,273073.5212,2764516.759
99723787,273110.0943,2764500.174
99721848,273091.0938,2764481.75
99723732,272489.25,2763265.313
99724532,272985.88,2764649.22
99723291,272542.8484,2763138.051
901270,272107.0313,2765569
901272,273001.375,2764055
901273,272442.0313,2764303.5
901274,272989.5625,2764410.25
901275,272999.375,2764591
901276,273155.0313,2765002.25
901277,272586.7813,2765379.75
901278,272400.4688,2765472.75
901279,272410,2765577.75
901280,272433.9063,2765590.75
901281,272676.75,2762753
901283,272792.4688,2761975.25
901284,272788.3438,2761942.75
901285,272786.2813,2761897.75
901286,272789.4375,2761852
901287,272786.2813,2761810.25
901288,272783.125,2761766.75
901289,272766.4375,2761724.5
901290,272761.4063,2761671.25
901291,272637.3125,2761640.75
99721849,272637.3125,2761640.75
901292,272642.5,2761677.75
99721850,272642.5,2761677.75
901293,272660.0938,2761807.25
99721851,272660.0938,2761807.25
901294,272664.9375,2761842
99721852,272664.9375,2761842
901295,272669.4688,2761879.5
99721853,272669.4688,2761879.5
901296,272671.75,2761907.5
99721854,272671.75,2761907.5
901297,272677.9375,2761938.5
99721855,272677.9375,2761938.5
901298,272682.9688,2761976.25
99721856,272682.9688,2761976.25
901299,272684,2762004.5
99721857,272684,2762004.5
901300,272784.7188,2761903.75
901302,272745.9063,2761925.75
901303,272745.9063,2761925.75
901304,272731.0938,2761929
901305,272731.0938,2761929
901306,272695.7813,2761938
901307,272695.7813,2761938
901308,272703.0313,2761927.5
99721858,272703.0313,2761927.5
901310,272737.125,2761907.75
901312,272736.9375,2761868.75
901314,272736.75,2761842.5
901316,272742.0313,2761806
901318,272708.4688,2761842.75
901319,272678.5938,2761845.75
901321,272703.9063,2761770.75
901323,272663.6563,2761776.75
901325,272752.7188,2761679.5
901327,272727.8438,2761684
901329,272702.75,2761688
901330,272653.125,2761692.5
901331,272561.25,2761947
901333,272567.125,2761981.5
901335,272570.3438,2762008.5
901336,272667.3438,2762007
99721859,272667.3438,2762007
901337,272663.3125,2761977.75
99721860,272663.3125,2761977.75
901338,272657.25,2761944
99721861,272657.25,2761944
901339,272563.7813,2761932.5
901340,272612.1875,2761926.25
901341,272645,2761920.5
901344,272653.5938,2761908
901343,272653.5938,2761908
901346,272650.7188,2761874.25
901345,272650.7188,2761874.25
901347,272557.0625,2761863.25
901348,272597.1563,2761858.25
901349,272636.2813,2761852
901350,272643.8438,2761840.5
99721862,272643.8438,2761840.5
901351,272639.625,2761809
99721863,272639.625,2761809
901352,272542.875,2761795.75
901353,272589.625,2761787.5
901354,272628.5938,2761780.75
901355,272639.3125,2761770.75
901356,272639.3125,2761770.75
901357,272636.2188,2761750.75
901358,272636.2188,2761750.75
901359,272629.5938,2761735
901360,272629.5938,2761735
901361,272542.7188,2761712
901363,272580.5625,2761705.75
901365,272615.5,2761701.25
99724287,272750,2761600
99724288,272720,2761600
99724289,272690,2761605
99724290,272650,2761610
99721864,272708.4688,2761882
99721865,272706.1875,2761910
99721866,272703.2813,2761856
99721867,272677.2813,2761911
99721868,272674.7813,2761861.75
99721869,272670.9688,2761889
99721870,272680.3438,2761916.5
99721871,272736.7813,2761922.25
99721872,272736.7813,2761922.25
901317,272755.0625,2761918.5
901376,273121.9375,2761921.25
901377,273132.2813,2761946.25
99724120,273150.75,2761960.25
901378,273150.75,2761960.25
901379,273149.9688,2761986.75
901380,273153.9063,2762010.75
901381,273158.6563,2762040
901382,273159.8438,2762084.5
901383,273164.1875,2762135
901384,273165.375,2762151.75
901385,273163,2762170.25
901386,273168.9063,2762190
901387,273176.8125,2762214
901388,273178.375,2762250.5
901389,273180.75,2762275
901390,273182.3438,2762304.5
901391,273179.9688,2762335.25
901392,273172.4688,2762342.5
901393,273178,2762359
901394,273143.25,2762413.5
901395,273138.8125,2762452.75
901396,273127.9688,2762489.5
901397,273143.4375,2762547
901398,273155,2762583
901399,273173.4688,2762618
901400,273185.0313,2762612.75
901401,273109.0313,2762537.75
901402,273081.5313,2762543
901403,273050.5625,2762533.75
901404,273027.2188,2762530.5
901405,273020.5313,2762557.25
901406,272961.375,2762546.75
901407,272986.5625,2762558.75
901408,272988.1875,2762518
901409,272969,2762515.5
901410,273096.7813,2762489
901411,273039.6875,2762478.25
901412,273016.375,2762481.5
901413,272984.7188,2762478.25
901414,272961.875,2762466.75
901415,272958.3438,2762436.75
901416,272933.4688,2762474
901417,272886.3438,2762468.5
901418,272822.0938,2762444.25
901419,272788.5,2762418.75
901420,272808.1875,2762395.5
901421,272856.625,2762420
901422,272889.875,2762435.75
901423,272934.4375,2762446.75
901424,272750.4063,2762438
901425,272764.9375,2762443.5
901426,272808.125,2762473.75
901427,272852.125,2762490.75
901428,272889.625,2762502.5
901429,272896.0938,2762489.25
901430,272934.0313,2762506
901431,272956.0625,2762530.75
901432,272760.9063,2762473.75
901433,272793.1875,2762492.75
901434,272825.0625,2762509.75
901435,272748,2762498
901436,272772.5938,2762523
901437,272732.6563,2762519.5
901438,272752.8438,2762540.75
901439,272710.4375,2762609.75
901440,272723.4063,2762578.25
901441,272748,2762553
901442,272760.0938,2762553.75
901443,272791.9688,2762538
901444,272839.5938,2762526.75
901445,272881.3125,2762529.25
901446,272907.8125,2762534.75
901447,272929.7188,2762553.5
901448,272959.875,2762590.75
901449,272942.6875,2762624.5
901450,272815.375,2762561.5
890219,272816.1875,2762588.75
901452,272805.1563,2762575.75
901453,272817.4063,2762638
901454,273097,2762444.75
901455,273082.6875,2762442.75
901456,273057.0313,2762437.25
901457,273150.75,2762226.75
901458,273120.3438,2762228.25
901459,273115.2188,2762203
901460,273128.625,2762172.25
47906,273084.3125,2762185.25
901462,273118.7813,2762132.25
901463,273106.125,2762139.75
901464,273072.75,2762141.5
901465,273117.1875,2762100.75
901466,273088.375,2762102
901467,273047.875,2762109
901468,273080.4688,2762060.5
901469,273120.75,2762074.75
901470,273152.3438,2762019
901471,273130.2188,2762021.5
901472,273106.5313,2762025
901473,273067.8438,2762032
901474,273110.0938,2762008.5
901475,273031.5313,2762038.75
901476,273060.75,2762173.75
901477,273039.0313,2762153
901478,272988.0938,2762168
901479,272900.8438,2762159.25
901480,272900.0625,2762179
901481,272943.4688,2762158.75
901482,272961.625,2762156.75
901483,273177.2188,2761954
901484,273202.4688,2762027.25
901485,273196.5625,2762125.75
901486,273268.9688,2762226.25
901487,273266.375,2762243
901488,273257.7813,2762267.25
901489,273229.4688,2762209.75
901490,273295.0625,2762245.25
901491,273300.6563,2762275.25
901492,273291.7188,2762295.75
901493,273331.2188,2762290.75
901494,273338.2813,2762265.75
901495,273347.9688,2762240
901496,273319.6563,2762307
901497,273351.3438,2762316
901498,273364,2762284.75
901499,273367.7188,2762256
901500,273351.7188,2762206
901501,273397.1563,2762255.25
901502,273391.9688,2762301.5
901503,273434.4375,2762331
901504,273469.375,2762323
901505,273477.5,2762298.25
901506,273487.625,2762266
901507,273530.9063,2762260
901508,273545.5625,2762299.5
901509,273537.125,2762333
901510,273531.0625,2762357.75
901511,273600.3438,2762381.5
901512,273628.5938,2762383.25
901513,273661.8438,2762383.5
901514,273667.125,2762396.75
901515,273669.25,2762341.5
901516,273668.625,2762374.75
901517,273597.625,2762393.5
901518,273616.1875,2762316.75
901519,273631.3438,2762294.25
901520,273670.2813,2762307
901521,273420.5,2762664.25
99721873,273420.5,2762664.25
901522,273411.375,2762663.75
901523,273385.9688,2762662
99721874,273385.9688,2762662
901524,273370.2813,2762662
901525,273353.1563,2762662.25
99721875,273353.1563,2762662.25
901526,273339.5313,2762661.75
901527,273318.3438,2762662
99721876,273318.3438,2762662
901528,273302.375,2762661.75
901529,273285.5313,2762662
99721877,273285.5313,2762662
901530,273261.0313,2762661.25
901531,273238.1563,2762660.5
99721878,273238.1563,2762660.5
901532,273218.75,2762659.5
901533,273200.5,2762659.5
901534,273176.25,2762659.5
901535,273157.3125,2762659
99721879,273157.3125,2762659
901536,273135.8125,2762659
901537,273114.5625,2762657.75
99721880,273114.5625,2762657.75
901538,273093.7813,2762658.25
901539,273073.4375,2762657.25
99721881,273073.4375,2762657.25
901540,273053.3438,2762657.25
901541,273032.7813,2762657.5
99721882,273032.7813,2762657.5
901542,273018.2188,2762657.25
901543,272989.5625,2762657.25
99721883,272989.5625,2762657.25
901544,272963,2762656
901545,272924.625,2762655
99721884,272924.625,2762655
901546,272908.4688,2762655
901547,272889.0625,2762654.5
99721885,272889.0625,2762654.5
901548,272872.4375,2762653.5
901549,272854.1563,2762654.75
99721886,272854.1563,2762654.75
901550,272827.375,2762653.75
901551,272792.5,2762653
99721887,272792.5,2762653
901552,272775.375,2762653.5
901553,272757.375,2762652.25
99721888,272757.375,2762652.25
901554,272744.4375,2762653.25
901555,272722.4688,2762652.25
99721889,272722.4688,2762652.25
901556,272702.375,2762652
901557,272687.125,2762652
99721890,272687.125,2762652
901558,272688.0625,2762637
901559,272703.3125,2762637.25
99721891,272703.3125,2762637.25
901560,272725.25,2762636.75
901561,272746.2813,2762638
99721892,272746.2813,2762638
901562,272763.375,2762637.75
901563,272779.5625,2762639.25
901564,272779.5625,2762639.25
901565,272796.4063,2762639
901566,272836.375,2762639.5
99721893,272836.375,2762639.5
901567,272857.4063,2762640.5
901569,272877.5,2762639.25
901570,272877.5,2762639.25
901571,272893.4375,2762639.75
901572,272909.2188,2762639
99721894,272909.2188,2762639
901573,272925.8438,2762639.5
901575,272965.5313,2762642.25
901576,272965.5313,2762642.25
901577,272990.0313,2762641.75
901578,273017.9688,2762641
99721895,273017.9688,2762641
901579,273033.2188,2762641.75
901580,273053.5625,2762641
901581,273053.5625,2762641
901582,273074.125,2762642.25
901583,273094.2188,2762642.75
99721896,273094.2188,2762642.75
901584,273115.25,2762643.25
901586,273136.0625,2762644
901587,273136.0625,2762644
901588,273157.7813,2762644.5
901589,273175.3438,2762643.75
99721897,273175.3438,2762643.75
901590,273219.6875,2762645
901591,273219.6875,2762645
901592,273236.3125,2762645.5
901593,273258.0313,2762645.5
901594,273258.0313,2762645.5
901595,273283.6875,2762645.75
901596,273300.3125,2762645.5
99721898,273300.3125,2762645.5
901597,273313.125,2762646
99721899,273313.125,2762646
901598,273329.8438,2762646
99721900,273329.8438,2762646
901599,273368.1875,2762647.25
99721901,273368.1875,2762647.25
901600,273388.5313,2762647.5
901601,273410.25,2762647.75
99721902,273410.25,2762647.75
901602,273420.125,2762648
901604,273318.0625,2762684.5
901605,273277.9063,2762712.75
901606,273236.3125,2762726.5
901607,273237.6875,2762747.75
901608,273246.0313,2762774.25
901609,273315.75,2762701.5
901610,273349.25,2762699.5
901612,273362.3125,2762728.75
901613,273379.4688,2762769.75
901614,273382.0938,2762784.75
901616,273322.375,2762725.25
901618,273203.5,2762666
901619,273194.2813,2762696.75
901620,273205.2188,2762769.5
901622,273218.1563,2762796
901624,273225.25,2762832.25
901625,273232.5,2762861.5
901626,273242.25,2762884.5
901628,273251.7188,2762927.25
901630,273256.9688,2762942.5
901631,273260.6875,2762970.75
901633,273260.8438,2763001.25
901634,273265.25,2763038
901635,273270.625,2763062.25
901636,273276.9063,2763122
901638,273260.3125,2763179.75
901639,273269.4375,2763210
901641,273284.4063,2763245.25
901643,273300.625,2763290
901645,273303.4688,2763327.5
901646,273302.5313,2763372.5
901647,273324.2813,2763418.75
901648,273345.0625,2763461.75
901650,273372.3125,2763485.25
901652,273430.5625,2763539.5
901654,273451.25,2763563.5
901655,273467.1563,2763597.5
901657,273514.4375,2763639.75
901659,273290.5625,2763414
901660,273334.9688,2763314
901662,273378.9375,2763299
901663,273394.0625,2763269.75
901665,273238.9375,2763126.5
901666,273235.9375,2763118
901667,273313.4688,2763135.5
901668,273379.25,2763166.25
901669,273451.7188,2763145.25
901670,273487.8125,2763090.75
901671,273456.6563,2763026.25
901672,273451.8438,2763058
901674,273441.9375,2763058.5
901675,273321.6563,2763116.5
901677,273327.4063,2763078.25
901679,273320.8125,2763054
901680,273218.625,2762947
901681,273283.375,2762931.25
901682,273304.5,2762926
901683,273313.4688,2762906.5
901684,273219.0938,2762888.5
901685,273199.0938,2762892.75
901687,273188.0625,2762883.75
901688,273162.5313,2762763.5
901689,273162.6875,2762796.25
901691,273161.5938,2762831.25
901692,273158.9063,2762861.5
901693,273114.3438,2762763
901694,273120.2188,2762788.25
901695,273116.4375,2762809.5
901696,273117.4688,2762825.5
901697,273078.8438,2762767
901698,273057.8438,2762785.5
901699,273024.8438,2762792
901700,272981.1563,2762815
901701,272968.125,2762841
901702,272957.3125,2762866.25
901703,273003.2188,2762838
901704,273013.7188,2762855.5
901705,273056.9688,2762794.75
901706,273103.9375,2762702.5
901707,273130.9688,2762700.5
901708,273161.6875,2762699
901709,272992.5625,2762673.5
901710,272993.25,2762698.75
901711,272993.25,2762729.25
901712,272991.4375,2762762.25
901713,272995.5313,2762779.25
901714,272976.5313,2762772.5
901715,272936.625,2762770.25
901716,272913.9375,2762769.5
901717,272887.6563,2762767.25
901718,272982.625,2762706.5
901719,272957.2188,2762705.25
901720,272934.3438,2762703.5
901721,272913.5625,2762702
901722,272945.2188,2762666.75
901723,272947.2813,2762698
901724,272805.1875,2762662.5
901725,272806.5938,2762704.75
901726,272803.8125,2762722.25
901727,272832.4688,2762735.25
901728,272812.75,2762757.75
901729,272795.5625,2762780.75
901730,272742.875,2762760.25
901731,272745.6563,2762782
901732,272710.3438,2762784
901733,272654.3125,2762701.75
901734,272681.1875,2762796
901735,272732.625,2762879.75
901736,272766.2813,2762879.75
901737,272817.375,2762860.5
901739,272872.1875,2762866.75
901740,272908.0938,2762878.5
901741,272941.9063,2762880.5
901742,272993.2188,2762901.25
901743,273027.1875,2762927
901744,273052.4063,2762940.25
901745,273038.375,2762973
901746,273009.6875,2763009.75
901747,273006.7188,2763034.5
901748,272768.3438,2762894.75
901749,272769.9063,2762945
901750,272768.5,2762974
901751,272768.5,2762974
901752,272715.0938,2763077.25
901753,272720.1563,2763123
901754,272730.875,2763159.5
99722836,272765.1875,2763234
901755,272778.8438,2763258.25
901756,272799.3438,2763252.5
901757,272731.6875,2763088.25
901758,272753.4375,2763096.25
901759,272769.3438,2763106
901760,272784.4688,2763113
901761,272803.2188,2763122.25
901762,272825.5938,2763134.25
901763,272850.1875,2763146.25
901764,272876.5,2763167.75
901765,272894.4375,2763182
901766,272917.125,2763197.25
901767,272945.1875,2763218
901768,272976.8438,2763245.75
901769,273007.875,2763260.5
901770,273068.375,2763329.75
901771,273097.875,2763363.25
901772,273138.9688,2763391.5
901773,273173.0313,2763421
901774,273215.7188,2763473.5
901775,273257,2763493
901776,273288.6563,2763506.5
901778,273355,2763521
901780,273400.2188,2763534
99720277,273249.5938,2763548.25
99720278,273229.875,2763587.5
99720279,273185.3125,2763611.5
99720280,273144.0313,2763601.25
99720281,272939.6563,2763182.5
99720282,272981.4063,2763129
99720283,273009.625,2763128.5
99720284,273045.6875,2763086.5
99720285,273106.0938,2761903.75
99720286,273126.6563,2761958.75
99720287,273084.8125,2761962.5
99720288,273066.625,2761964.75
99720289,273044.3438,2761964.75
99720290,273044.3438,2761964.75
99720291,273070.9688,2761934.5
99721904,273070.9688,2761934.5
99720292,273090.7813,2761904.75
99721905,273090.7813,2761904.75
99720293,273102.7188,2761852.5
99723260,273575.624,2764166.169
99723261,273567.299,2764168.357
99723262,273541.748,2764246.582
99723263,273545.7,2764296.986
99723264,273570.682,2764347.795
99723265,273604.084,2764393.081
99723266,273627.723,2764443.518
99723267,273671.371,2764499.716
99723347,273199.6949,2762182.518
99724475,273405.66,2763091.46
99724524,273046.04,2763237.13
99720297,273309.5938,2762221.75
99720298,273279.125,2762964.5
99720299,272995.0313,2762809.25
99720300,273594.4375,2762412.25
99720301,273601.1875,2762423.75
99720302,273601.1875,2762423.75
99720303,273266.625,2762765
901782,273373.2188,2761759.75
901783,273373.2188,2761759.75
901784,273338.9063,2761754.75
901785,273338.9063,2761754.75
901786,273314.0313,2761750.25
901787,273314.0313,2761750.25
901788,273273.5,2761740.75
901789,273273.5,2761740.75
901790,273230.4375,2761728
901791,273230.4375,2761728
901792,273141.4063,2761822.25
901793,273141.4063,2761822.25
901794,273159.4375,2761797.75
901795,273159.4375,2761797.75
901796,273185.625,2761757.5
901797,273185.625,2761757.5
901798,273194.875,2761742
901799,273194.875,2761742
901800,273165.1563,2761718.25
901801,273100.6563,2761691.25
901802,273100.9688,2761716.5
901803,273101.2188,2761747.25
901804,273101.2188,2761770.25
901805,273103.7188,2761819.75
901806,273104.625,2761832
901807,273138.9063,2761860.75
901808,273185.875,2761888.25
901809,273212.25,2761896.75
901810,273256.9688,2761907
901811,273299.4375,2761917.25
901812,273343.8125,2761927.25
901813,273391.875,2761936.75
901814,273407.9063,2761918
901815,273416.0938,2761943
901816,273443.6875,2761949.75
901817,273503.3125,2761971.5
901818,273499.5313,2761993.75
901819,273518.4375,2762023.75
901820,273539.5313,2762019.25
901821,273533.0938,2762065.25
901822,273536.5,2762108.75
901823,273537.8438,2762137.75
901824,273536.625,2762158.75
901825,273541.6875,2762198
901826,273528.875,2762209.5
901827,273521.125,2762234
901828,273197.3438,2761906.25
901829,273192.5938,2761923.5
901830,273201.2813,2761948
901831,273207.2188,2761971.25
901832,273243.9375,2761963.5
901833,273207.2188,2762014.25
901834,273213.5313,2762045.5
901835,273218.6563,2762075.5
901836,273228.5313,2762122.5
901837,273243.125,2762148.25
901838,273257.3438,2762158.75
901839,273298.4063,2762177
901840,273325.25,2762184
901841,273356.4375,2762194.75
901842,273388.8438,2762205.5
901843,273437,2762218.75
901844,273460.8125,2762226.75
901845,273488.9375,2762235.25
901846,273561.75,2762257.75
901847,273586,2762266.75
901848,273625.125,2762276.5
901849,273203.25,2761871.75
901850,273207.625,2761855.5
901851,273266.0313,2761872.5
901852,273221.4375,2761842.25
901853,273291.6875,2761862.75
901854,273317.7813,2761858.5
40927,273350.9375,2761863
901856,273239.5938,2761809.5
901857,273264.0625,2761812.25
901858,273302.375,2761822.5
901859,273253.4063,2761790.75
901860,273285.375,2761795.25
901861,273319.7188,2761815
901862,273355.6563,2761832.75
901863,273386.4688,2761843.75
901864,273420.8125,2761863.25
901865,273420.8125,2761863.25
901866,273442.9063,2761881.25
901867,273260.6875,2762062.5
901868,273259.9375,2762099.25
901869,273252.5,2762031
901870,273280.8125,2762060.5
901871,273306.5313,2762093.25
901872,273305.0625,2762116.25
901873,273311,2762117.75
901874,273278.2188,2762122
901875,273290.875,2762158
901876,273305.0625,2762050.75
901877,273299.4375,2762001.5
901878,273297.2188,2761974
901879,273315.8438,2761997.75
901880,273369.125,2762000
901881,273403.0625,2762004.25
901882,273406.7813,2762021.25
901883,273408.2813,2761993
901884,273406.0313,2761958
901885,273434.75,2762007.25
901886,273475.0625,2762012.25
901887,273512.2188,2762020
901888,273564.9375,2762077.25
901889,273514.5625,2762070
901890,273474.25,2762064.25
901891,273431,2762063.75
29755,,
901892,273405.6563,2762089
29756,,
901893,273406.0313,2762059.75
29757,,
901894,273363.9375,2762057
29758,,
901895,273321.4375,2762056.25
29759,,
901896,273514.125,2762162
29760,,
901897,273466.5938,2762152.5
29761,,
901898,273424.9375,2762143.25
29762,,
901899,273401.5625,2762142
29763,,
901900,273396.7188,2762180.5
901901,273396.7188,2762180.5
901902,273373.25,2762135
901903,273328.3438,2762126.5
901904,273340.4063,2761780.5
901905,273359.6563,2761792.5
901906,273401.125,2761814.75
901907,273432.25,2761830.5
901908,273491.125,2761861.25
901909,273514.4375,2761878.25
901910,273532.8125,2761892.25
901911,273487.6875,2761898
901912,273506.1875,2761916.75
901913,273526.9063,2761928.5
901914,273471.0938,2761916
901915,273454.3438,2761936
901916,273572.875,2761924.75
901917,273588.7813,2761935.5
901918,273612.2188,2761923.5
901919,273608.25,2761967.75
901920,273638.6875,2761955
901921,273634.0313,2762003
901922,273682.3125,2761972.75
901923,273656.75,2762017.5
901924,273672.7188,2762047.75
901925,273694.6563,2762069.75
901926,273670.125,2762068
901927,273652.9063,2762081
901928,273634.875,2762061
901929,273617.375,2762069.25
901930,273602.875,2762070.5
901931,273650.375,2762111
901932,273643.625,2762133.25
901933,273645.6563,2762142.25
901934,273622.0625,2762128.75
901935,273604.5625,2762162.75
901936,273595.625,2762212
901937,273629.8438,2762209
901938,273583.4688,2762128.25
901939,273583.4688,2762128.25
901940,273551.9688,2762128.25
901941,273551.9688,2762128.25
901942,273697,2762087.75
901943,273696.5938,2762121.5
901944,273696.1563,2762142.5
901945,273694.25,2762169.75
901946,273690,2762202.25
901947,273690.5625,2762222.25
901948,273671.7188,2762216.75
99723206,0,0
99723208,0,0
99723207,0,0
99723209,0,0
99723210,0,0
99723211,0,0
99723220,0,0
99723691,273615.207,2762041.245
99724564,273275.26,2762086.9
99724565,273278.47,273278.47
29764,,
29765,,
29766,,
29767,,
29768,,
29769,,
29770,,
29772,,
29773,,
29774,,
29775,,
29776,,
29777,,
29778,,
29779,,
29780,,
29781,,
29782,,
29880,,
29881,,
29882,,
29883,,
901949,273259.2188,2761986
901950,273629.5,2761932.75
901951,273835.2813,2762378.5
901952,273835.2813,2762378.5
901953,273833.4688,2762413.75
901954,273833.4688,2762413.75
901955,273832.4688,2762475.25
901956,273832.4688,2762475.25
901957,273832.8125,2762508.25
901958,273832.8125,2762508.25
901959,273833.625,2762541
901960,273833.625,2762541
901961,273831.4688,2762605
901962,273831.4688,2762605
901963,273831.5625,2762638.75
901964,273831.5625,2762638.75
901965,273840.6563,2762684.75
901966,273840.6563,2762684.75
901967,273840.75,2762716.75
901968,273840.75,2762716.75
901969,273844.2813,2762775.75
901970,273844.2813,2762775.75
901971,273843.2813,2762812.5
901972,273843.2813,2762812.5
901973,273842.75,2762849.5
901974,273842.75,2762849.5
901975,273842.25,2762891
901976,273842.25,2762891
901977,273842.75,2762924.75
901978,273842.75,2762924.75
901979,273841.25,2762960.75
901980,273841.25,2762960.75
901981,273841.25,2763000
901982,273841.25,2763000
901983,273841.5938,2763038.25
901984,273841.5938,2763038.25
901985,273840.2188,2763083.5
901986,273840.2188,2763083.5
901987,273839.4375,2763118.25
901988,273839.4375,2763118.25
901989,273841.2188,2763163.25
901990,273841.2188,2763163.25
901991,273843.5625,2763205.25
901992,273843.5625,2763205.25
901993,273844.6875,2763257.5
901994,273844.6875,2763257.5
901995,273845.875,2763314.75
901996,273845.875,2763314.75
901997,273845.5,2763352.5
901998,273845.5,2763352.5
901999,273845.875,2763394.75
902000,273845.875,2763394.75
902001,273844.3438,2763446.75
902002,273844.3438,2763446.75
902003,273846.6875,2763497
902004,273846.6875,2763497
902005,273845.5,2763537.5
902006,273845.5,2763537.5
902007,273847.0625,2763578.25
902008,273847.0625,2763578.25
902009,273848.25,2763626.25
902010,273848.25,2763626.25
902011,273849.8125,2763664.5
902012,273849.8125,2763664.5
902013,273852.5313,2763699.25
902014,273852.5313,2763699.25
902015,273845.0625,2763749.75
902016,273814.4375,2763306
902017,273732.3438,2763326
902018,273748.2188,2763336.25
902019,273789.1875,2763323.75
902020,273766.8438,2762469.5
902021,273737.1875,2762420
902022,273805.4375,2762426.75
902023,273770.6875,2762417.75
902024,273776.7813,2762387.5
902025,273779.8125,2762356.5
902026,273801.375,2762484.75
902027,273753.375,2762486.5
902028,273725.7188,2762461
902029,273728.4063,2762438.25
902030,273722.1875,2762481
902031,273692.3438,2762482.5
902032,273686.6875,2762515.75
902033,273811.0313,2762524.75
902034,273811.0313,2762524.75
902035,273780.3438,2762517.25
902036,273739,2762516.5
902037,273812.375,2762553.75
902038,273812.375,2762553.75
902039,273779.7813,2762550
902040,273728.0313,2762548
902041,273701.1563,2762548.75
902042,273649.5,2762547.25
902043,273587.125,2762547.5
902044,273541.3438,2762547
902045,273504.4375,2762546.5
902046,273670.0625,2762569
902047,273810.9375,2762589.5
902048,273810.9375,2762589.5
902049,273767.5313,2762592
902050,273701.7188,2762589
902051,273638.3438,2762588.25
902052,273571.7188,2762586.5
902053,273523.125,2762585.75
902054,273465.875,2762580.5
902055,273538.0938,2762601.5
902056,273813.0313,2762622
902057,273813.0313,2762622
902058,273769,2762618.75
902059,273721.375,2762617.5
902060,273680.4375,2762624.5
902061,273670.9063,2762604.25
902062,273651.75,2762623.25
902063,273592.9688,2762616.5
902064,273551.25,2762614.25
902065,273517.75,2762613.25
902066,273488.5313,2762613.25
902067,273461.6875,2762613
902068,273447.3438,2762631.25
902069,273799.7813,2762666.25
902070,273789.5938,2762666.25
902071,273774.375,2762666.25
902072,273749.5625,2762665.25
902073,273716.0313,2762664.5
